Date and Time,Temperature,Relative Humidity
2020-09-11 14:31:34.362999+12:00,32.63999938964844,95.56999969482422
2020-09-11 14:31:39.346031+12:00,29.56999969482422,95.70999908447266
2020-09-11 14:31:44.346038+12:00,32.25,96.02999877929688
2020-09-11 14:31:49.310384+12:00,29.90999984741211,95.22000122070312
2020-09-11 14:31:54.319208+12:00,27.540000915527344,95.31999969482422
2020-09-11 14:31:59.301656+12:00,25.549999237060547,78.27999877929688
2020-09-11 14:32:04.294309+12:00,25.899999618530273,61.2599983215332
2020-09-11 14:32:09.279566+12:00,25.06999969482422,53.310001373291016
2020-09-11 14:32:14.246941+12:00,24.15999984741211,52.869998931884766
2020-09-11 14:32:19.252740+12:00,23.540000915527344,52.63999938964844
2020-09-11 14:32:24.245678+12:00,23.110000610351562,44.970001220703125
2020-09-11 14:32:29.230136+12:00,20.420000076293945,38.09000015258789
2020-09-11 14:32:34.198513+12:00,16.93000030517578,40.5
2020-09-11 14:32:40.179013+12:00,16.1200008392334,43.18000030517578
2020-09-11 14:32:45.168964+12:00,16.06999969482422,47.15999984741211
2020-09-11 14:32:50.168985+12:00,17.31999969482422,52.79999923706055
2020-09-11 14:32:55.181808+12:00,17.979999542236328,49.09000015258789
2020-09-11 14:33:00.156960+12:00,16.829999923706055,44.38999938964844
2020-09-11 14:33:06.113625+12:00,16.260000228881836,44.38999938964844
2020-09-11 14:33:11.134201+12:00,14.800000190734863,47.0
2020-09-11 14:33:16.119975+12:00,15.289999961853027,53.5
2020-09-11 14:33:21.107903+12:00,15.5,51.88999938964844
2020-09-11 14:33:27.098411+12:00,14.720000267028809,51.18000030517578
2020-09-11 14:33:33.052821+12:00,14.720000267028809,53.40999984741211
2020-09-11 14:33:38.048861+12:00,19.760000228881836,65.56999969482422
2020-09-11 14:33:43.054805+12:00,22.469999313354492,59.86000061035156
2020-09-11 14:33:48.038715+12:00,27.280000686645508,53.2599983215332
2020-09-11 14:33:53.034349+12:00,28.09000015258789,53.58000183105469
2020-09-11 14:33:58.007948+12:00,28.190000534057617,55.369998931884766
2020-09-11 14:34:03.006745+12:00,28.469999313354492,55.61000061035156
2020-09-11 14:34:07.979502+12:00,28.469999313354492,57.040000915527344
2020-09-11 14:34:12.985552+12:00,28.5,57.95000076293945
2020-09-11 14:34:17.935433+12:00,28.780000686645508,55.400001525878906
2020-09-11 14:34:22.907688+12:00,27.59000015258789,40.06999969482422
2020-09-11 14:34:27.904850+12:00,27.3700008392334,34.11000061035156
